policy,exposure,num_claims,amt_claims,f_primary_age_tier,f_primary_gender,f_marital,f_residence_location,f_fire_alarm_type,f_mile_fire_station,f_aoi_tier
P16398,1,1,579.46,28 - 37,Male,Un-Married,Urban,Alarm Service,< 1 mile,> 1M
G16399,1,0,0.00,> 60,Female,Married,Suburban,Alarm Service,< 1 mile,100K - 350K
P16400,1,0,0.00,28 - 37,Male,Married,Suburban,None,< 1 mile,351K - 600K
A16401,1,0,0.00,38 - 60,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A16402,1,0,0.00,28 - 37,Male,Un-Married,Urban,Alarm Service,< 1 mile,< 100K
A16403,1,0,0.00,< 21,Female,Un-Married,Suburban,Standalone,< 1 mile,100K - 350K
G16404,0.27,1,"1,016.59",21 - 27,Male,Not Married,Rural,Standalone,1 - 5 miles,351K - 600K
G16405,1,0,0.00,38 - 60,Male,Un-Married,Urban,Alarm Service,< 1 mile,601K - 1M
Z16406,1,0,0.00,38 - 60,Male,Married,Urban,Alarm Service,< 1 mile,100K - 350K
Z16407,1,0,0.00,28 - 37,Female,Not Married,Suburban,None,< 1 mile,601K - 1M
G16408,1,0,0.00,38 - 60,Male,Not Married,Urban,Standalone,< 1 mile,100K - 350K
G16409,1,1,117.73,> 60,Female,Not Married,Urban,None,< 1 mile,601K - 1M
G16410,1,0,0.00,28 - 37,Female,Un-Married,Suburban,Standalone,< 1 mile,100K - 350K
Z16411,1,0,0.00,28 - 37,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
P16412,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,6 - 10 miles,601K - 1M
Z16413,1,2,"4,920.01",21 - 27,Female,Married,Suburban,Standalone,1 - 5 miles,601K - 1M
Z16414,1,0,0.00,21 - 27,Male,Not Married,Urban,Standalone,< 1 mile,601K - 1M
A16415,0.86,1,198.90,28 - 37,Male,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
G16416,0.5,1,"1,794.91",21 - 27,Male,Not Married,Urban,None,< 1 mile,351K - 600K
Z16417,1,0,0.00,28 - 37,Male,Married,Rural,None,6 - 10 miles,351K - 600K
P16418,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,601K - 1M
G16419,1,0,0.00,38 - 60,Female,Married,Suburban,Standalone,< 1 mile,> 1M
G16420,1,2,"2,972.58",28 - 37,Female,Un-Married,Rural,None,6 - 10 miles,351K - 600K
Z16421,1,2,"4,897.12",28 - 37,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
Z16422,0.74,2,"2,250.61",28 - 37,Female,Married,Suburban,Standalone,< 1 mile,100K - 350K
P16423,1,1,839.42,38 - 60,Male,Not Married,Urban,Alarm Service,< 1 mile,351K - 600K
G16424,1,1,"1,353.45",38 - 60,Female,Un-Married,Rural,Alarm Service,6 - 10 miles,601K - 1M
G16425,1,0,0.00,21 - 27,Female,Un-Married,Urban,None,< 1 mile,601K - 1M
Z16426,1,1,394.05,21 - 27,Male,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
A16427,1,0,0.00,28 - 37,Male,Un-Married,Suburban,Alarm Service,< 1 mile,351K - 600K
P16428,0.67,1,577.36,28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
Z16429,1,0,0.00,28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,601K - 1M
A16430,1,0,0.00,38 - 60,Female,Un-Married,Suburban,Standalone,1 - 5 miles,351K - 600K
Z16431,1,0,0.00,> 60,Male,Married,Urban,Standalone,< 1 mile,601K - 1M
Z16432,1,1,104.95,28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
Z16433,0.3,0,0.00,28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,100K - 350K
G16434,1,0,0.00,38 - 60,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
P16435,0.71,0,0.00,< 21,Male,Married,Suburban,Standalone,1 - 5 miles,351K - 600K
G16436,1,0,0.00,38 - 60,Male,Married,Urban,Alarm Service,1 - 5 miles,> 1M
A16437,1,0,0.00,38 - 60,Male,Married,Suburban,Standalone,6 - 10 miles,351K - 600K
G16438,1,0,0.00,38 - 60,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
P16439,1,0,0.00,28 - 37,Female,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
P16440,1,0,0.00,21 - 27,Female,Married,Suburban,None,< 1 mile,601K - 1M
P16441,1,0,0.00,38 - 60,Female,Not Married,Urban,Standalone,< 1 mile,351K - 600K
P16442,1,0,0.00,21 - 27,Male,Married,Urban,Alarm Service,< 1 mile,601K - 1M
G16443,0.3,0,0.00,28 - 37,Female,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
A16444,1,0,0.00,28 - 37,Male,Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
A16445,1,0,0.00,28 - 37,Male,Married,Urban,Alarm Service,< 1 mile,100K - 350K
G16446,1,0,0.00,21 - 27,Female,Un-Married,Suburban,Alarm Service,1 - 5 miles,100K - 350K
Z16447,0.79,1,"5,092.10",28 - 37,Male,Married,Urban,Standalone,1 - 5 miles,601K - 1M
G16448,1,1,892.25,38 - 60,Female,Not Married,Suburban,None,< 1 mile,100K - 350K
A16449,1,0,0.00,28 - 37,Male,Married,Rural,Alarm Service,> 10 miles,601K - 1M
A16450,1,0,0.00,21 - 27,Female,Married,Suburban,None,< 1 mile,100K - 350K
A16451,0.91,0,0.00,21 - 27,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
A16452,1,0,0.00,< 21,Male,Married,Rural,Alarm Service,1 - 5 miles,351K - 600K
P16453,1,0,0.00,38 - 60,Female,Married,Urban,None,< 1 mile,351K - 600K
P16454,1,0,0.00,< 21,Male,Married,Rural,Standalone,6 - 10 miles,> 1M
P16455,1,0,0.00,> 60,Male,Married,Suburban,Standalone,1 - 5 miles,351K - 600K
A16456,1,0,0.00,28 - 37,Male,Not Married,Urban,Alarm Service,< 1 mile,601K - 1M
Z16457,0.98,1,"1,273.30",38 - 60,Male,Married,Urban,Alarm Service,1 - 5 miles,< 100K
A16458,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,1 - 5 miles,601K - 1M
G16459,1,0,0.00,28 - 37,Male,Not Married,Urban,Standalone,< 1 mile,601K - 1M
G16460,1,0,0.00,> 60,Male,Married,Suburban,Alarm Service,< 1 mile,601K - 1M
Z16461,0.95,0,0.00,< 21,Female,Married,Urban,Alarm Service,< 1 mile,601K - 1M
G16462,1,0,0.00,21 - 27,Female,Un-Married,Suburban,Standalone,< 1 mile,601K - 1M
A16463,1,2,"1,276.77",38 - 60,Female,Married,Rural,Standalone,6 - 10 miles,351K - 600K
Z16464,1,0,0.00,21 - 27,Male,Married,Suburban,Standalone,< 1 mile,601K - 1M
Z16465,1,0,0.00,38 - 60,Female,Married,Urban,Alarm Service,< 1 mile,100K - 350K
A16466,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,1 - 5 miles,351K - 600K
G16467,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
G16468,0.56,0,0.00,21 - 27,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
A16469,1,0,0.00,38 - 60,Female,Not Married,Suburban,Standalone,1 - 5 miles,351K - 600K
A16470,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,1 - 5 miles,351K - 600K
Z16471,0.95,3,"2,651.97",21 - 27,Male,Married,Suburban,Alarm Service,1 - 5 miles,601K - 1M
P16472,0.67,1,"2,709.31",28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,351K - 600K
G16473,1,0,0.00,21 - 27,Female,Married,Urban,None,< 1 mile,100K - 350K
G16474,1,0,0.00,38 - 60,Male,Not Married,Suburban,Standalone,6 - 10 miles,100K - 350K
A16475,1,0,0.00,21 - 27,Female,Un-Married,Urban,Standalone,< 1 mile,< 100K
G16476,1,1,734.30,28 - 37,Female,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
Z16477,1,0,0.00,> 60,Male,Married,Suburban,Standalone,1 - 5 miles,351K - 600K
P16478,1,0,0.00,38 - 60,Female,Un-Married,Suburban,None,< 1 mile,351K - 600K
G16479,1,0,0.00,21 - 27,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
A16480,1,1,299.56,28 - 37,Female,Un-Married,Suburban,Standalone,< 1 mile,100K - 350K
A16481,1,0,0.00,28 - 37,Male,Un-Married,Suburban,Standalone,1 - 5 miles,> 1M
Z16482,1,2,"2,577.38",28 - 37,Male,Un-Married,Suburban,None,< 1 mile,351K - 600K
A16483,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,1 - 5 miles,601K - 1M
Z16484,1,1,"1,046.85",> 60,Male,Un-Married,Urban,None,< 1 mile,100K - 350K
Z16485,1,0,0.00,28 - 37,Female,Un-Married,Suburban,None,< 1 mile,100K - 350K
Z16486,1,0,0.00,28 - 37,Female,Married,Suburban,None,< 1 mile,< 100K
Z16487,1,0,0.00,28 - 37,Male,Married,Urban,None,< 1 mile,351K - 600K
G16488,1,0,0.00,< 21,Female,Married,Suburban,Alarm Service,1 - 5 miles,100K - 350K
A16489,1,1,"1,201.96",21 - 27,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
P16490,1,0,0.00,> 60,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
G16491,0.86,1,"1,534.19",38 - 60,Male,Married,Urban,Standalone,1 - 5 miles,100K - 350K
Z16492,0.08,0,0.00,21 - 27,Male,Not Married,Rural,Alarm Service,6 - 10 miles,601K - 1M
P16493,1,1,959.99,28 - 37,Female,Not Married,Suburban,None,< 1 mile,601K - 1M
Z16494,1,1,"1,009.40",< 21,Female,Not Married,Urban,Standalone,< 1 mile,351K - 600K
P16495,1,0,0.00,38 - 60,Female,Un-Married,Suburban,Standalone,< 1 mile,601K - 1M
A16496,1,0,0.00,28 - 37,Male,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A16497,1,0,0.00,28 - 37,Female,Not Married,Urban,None,< 1 mile,351K - 600K
Z16498,1,0,0.00,> 60,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
P16499,1,1,743.36,28 - 37,Female,Not Married,Urban,Standalone,1 - 5 miles,100K - 350K
Z16500,1,0,0.00,38 - 60,Female,Un-Married,Urban,None,1 - 5 miles,100K - 350K
G16501,1,1,"5,635.40",< 21,Male,Un-Married,Rural,Standalone,6 - 10 miles,> 1M
A16502,1,1,"1,142.44",28 - 37,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
P16503,0.18,1,"1,668.72",< 21,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
G16504,1,1,"2,580.48",< 21,Female,Married,Urban,None,< 1 mile,351K - 600K
Z16505,0.54,0,0.00,38 - 60,Female,Married,Suburban,Standalone,< 1 mile,601K - 1M
A16506,1,2,"1,239.69",21 - 27,Male,Not Married,Urban,Standalone,< 1 mile,601K - 1M
P16507,1,1,"1,224.23",38 - 60,Female,Married,Urban,Standalone,< 1 mile,601K - 1M
Z16508,1,1,"2,295.66",28 - 37,Female,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
A16509,0.97,0,0.00,28 - 37,Female,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
Z16510,1,1,559.41,38 - 60,Female,Married,Suburban,None,< 1 mile,351K - 600K
G16511,1,1,"1,162.23",38 - 60,Male,Un-Married,Urban,Alarm Service,6 - 10 miles,< 100K
G16512,1,2,"1,954.76",28 - 37,Female,Not Married,Suburban,Standalone,< 1 mile,< 100K
Z16513,1,0,0.00,28 - 37,Female,Not Married,Suburban,Alarm Service,< 1 mile,< 100K
A16514,1,1,"1,927.32",21 - 27,Female,Married,Suburban,None,< 1 mile,351K - 600K
A16515,1,1,404.25,21 - 27,Female,Not Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A16516,1,1,690.39,28 - 37,Female,Un-Married,Suburban,Alarm Service,< 1 mile,601K - 1M
P16517,1,0,0.00,< 21,Male,Un-Married,Urban,None,< 1 mile,100K - 350K
Z16518,1,0,0.00,21 - 27,Male,Married,Urban,Alarm Service,< 1 mile,601K - 1M
A16519,0.99,2,"2,440.77",> 60,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
P16520,1,1,"1,836.84",> 60,Female,Not Married,Suburban,None,< 1 mile,100K - 350K
G16521,1,1,"1,514.93",28 - 37,Female,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
P16522,1,0,0.00,28 - 37,Female,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
G16523,1,1,"2,690.86",> 60,Male,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
G16524,1,0,0.00,28 - 37,Male,Married,Suburban,Standalone,1 - 5 miles,351K - 600K
Z16525,1,1,654.77,21 - 27,Male,Un-Married,Suburban,Alarm Service,1 - 5 miles,< 100K
A16526,1,0,0.00,38 - 60,Female,Un-Married,Suburban,Alarm Service,6 - 10 miles,601K - 1M
Z16527,1,0,0.00,38 - 60,Female,Not Married,Urban,None,1 - 5 miles,< 100K
P16528,1,1,"1,684.43",38 - 60,Female,Un-Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A16529,1,1,"1,664.22",38 - 60,Male,Married,Rural,None,6 - 10 miles,100K - 350K
Z16530,0.49,0,0.00,28 - 37,Male,Married,Urban,None,< 1 mile,351K - 600K
Z16531,1,1,838.72,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
P16532,1,0,0.00,21 - 27,Female,Un-Married,Suburban,Standalone,< 1 mile,100K - 350K
A16533,1,0,0.00,> 60,Male,Married,Rural,Alarm Service,> 10 miles,< 100K
P16534,0.1,2,"4,502.36",> 60,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
Z16535,0.55,0,0.00,28 - 37,Female,Married,Suburban,Standalone,1 - 5 miles,351K - 600K
Z16536,1,0,0.00,< 21,Male,Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
P16537,1,0,0.00,28 - 37,Female,Not Married,Urban,Standalone,< 1 mile,601K - 1M
P16538,1,1,"2,555.62",28 - 37,Female,Un-Married,Suburban,Standalone,1 - 5 miles,100K - 350K
Z16539,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
A16540,1,1,148.23,21 - 27,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
G16541,0.68,0,0.00,28 - 37,Female,Not Married,Urban,Standalone,< 1 mile,601K - 1M
P16542,0.42,0,0.00,21 - 27,Female,Married,Urban,Standalone,< 1 mile,> 1M
G16543,1,0,0.00,< 21,Female,Married,Suburban,Standalone,< 1 mile,601K - 1M
P16544,1,0,0.00,38 - 60,Female,Married,Urban,None,1 - 5 miles,> 1M
P16545,1,0,0.00,21 - 27,Female,Un-Married,Urban,Standalone,< 1 mile,< 100K
P16546,0.56,1,"1,099.28",28 - 37,Male,Not Married,Urban,Standalone,< 1 mile,351K - 600K
Z16547,1,0,0.00,28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,100K - 350K
G16548,1,1,"4,617.21",28 - 37,Male,Not Married,Urban,Alarm Service,1 - 5 miles,601K - 1M
A16549,0.3,0,0.00,28 - 37,Female,Married,Suburban,None,1 - 5 miles,100K - 350K
Z16550,1,1,139.00,< 21,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
P16551,1,0,0.00,38 - 60,Female,Not Married,Suburban,Standalone,6 - 10 miles,351K - 600K
Z16552,1,1,"2,691.22",< 21,Female,Not Married,Urban,Standalone,1 - 5 miles,351K - 600K
A16553,1,0,0.00,28 - 37,Female,Not Married,Urban,Standalone,< 1 mile,100K - 350K
A16554,0.55,2,"4,331.86",28 - 37,Female,Not Married,Suburban,Standalone,1 - 5 miles,601K - 1M
P16555,0.53,0,0.00,38 - 60,Male,Married,Urban,None,< 1 mile,351K - 600K
A16556,1,2,"1,379.80",38 - 60,Female,Married,Suburban,Standalone,1 - 5 miles,100K - 350K
G16557,0.93,2,"3,433.51",21 - 27,Male,Un-Married,Urban,Alarm Service,1 - 5 miles,> 1M
G16558,1,1,"1,015.15",38 - 60,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
G16559,0.61,2,690.01,38 - 60,Male,Not Married,Suburban,Standalone,< 1 mile,100K - 350K
A16560,1,0,0.00,38 - 60,Female,Married,Urban,None,< 1 mile,100K - 350K
G16561,1,0,0.00,21 - 27,Female,Not Married,Urban,Standalone,< 1 mile,351K - 600K
G16562,1,0,0.00,28 - 37,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
G16563,1,1,"1,594.88",38 - 60,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
Z16564,1,2,"1,866.58",< 21,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
A16565,1,2,"1,683.52",38 - 60,Male,Not Married,Urban,Standalone,< 1 mile,601K - 1M
A16566,0.63,0,0.00,28 - 37,Female,Un-Married,Urban,Standalone,1 - 5 miles,> 1M
P16567,0.17,0,0.00,21 - 27,Female,Married,Urban,Alarm Service,< 1 mile,351K - 600K
G16568,1,0,0.00,38 - 60,Female,Not Married,Rural,Standalone,6 - 10 miles,100K - 350K
Z16569,1,2,"1,487.88",28 - 37,Female,Not Married,Urban,None,< 1 mile,351K - 600K
P16570,0.38,0,0.00,< 21,Male,Not Married,Suburban,None,< 1 mile,351K - 600K
P16571,0.23,1,865.66,28 - 37,Female,Married,Suburban,Standalone,< 1 mile,> 1M
A16572,1,0,0.00,> 60,Female,Married,Suburban,Alarm Service,< 1 mile,601K - 1M
G16573,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,1 - 5 miles,601K - 1M
Z16574,1,0,0.00,21 - 27,Female,Married,Suburban,Alarm Service,< 1 mile,601K - 1M
G16575,1,0,0.00,38 - 60,Male,Married,Suburban,None,< 1 mile,100K - 350K
Z16576,1,2,719.65,28 - 37,Male,Not Married,Suburban,Alarm Service,< 1 mile,100K - 350K
P16577,1,2,"1,711.16",< 21,Female,Not Married,Urban,Standalone,< 1 mile,601K - 1M
G16578,0.75,0,0.00,> 60,Female,Not Married,Suburban,Standalone,1 - 5 miles,< 100K
A16579,1,0,0.00,38 - 60,Female,Married,Urban,None,< 1 mile,100K - 350K
A16580,0.28,2,"5,737.01",21 - 27,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
G16581,1,0,0.00,28 - 37,Female,Not Married,Urban,None,< 1 mile,100K - 350K
P16582,0.96,3,"4,138.83",21 - 27,Female,Not Married,Urban,Alarm Service,1 - 5 miles,< 100K
G16583,0.51,1,"1,203.03",38 - 60,Male,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
A16584,1,0,0.00,38 - 60,Male,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
A16585,0.79,1,792.02,38 - 60,Male,Married,Urban,Alarm Service,1 - 5 miles,601K - 1M
P16586,1,1,"1,243.16",28 - 37,Female,Married,Suburban,Standalone,< 1 mile,> 1M
G16587,1,0,0.00,28 - 37,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
G16588,1,1,"1,694.49",21 - 27,Female,Married,Suburban,Standalone,1 - 5 miles,351K - 600K
P16589,0.17,1,165.03,28 - 37,Female,Married,Urban,Standalone,1 - 5 miles,601K - 1M
P16590,1,0,0.00,38 - 60,Female,Un-Married,Suburban,Standalone,< 1 mile,601K - 1M
A16591,1,0,0.00,< 21,Female,Un-Married,Suburban,Alarm Service,< 1 mile,601K - 1M
A16592,1,0,0.00,< 21,Male,Un-Married,Rural,None,> 10 miles,100K - 350K
Z16593,1,1,544.44,38 - 60,Male,Married,Suburban,None,< 1 mile,> 1M
Z16594,1,2,"4,200.99",> 60,Female,Not Married,Suburban,None,1 - 5 miles,< 100K
A16595,1,0,0.00,> 60,Male,Not Married,Urban,Standalone,< 1 mile,351K - 600K
A16596,1,0,0.00,28 - 37,Female,Un-Married,Suburban,None,< 1 mile,351K - 600K
G16597,1,2,"2,710.42",28 - 37,Male,Un-Married,Urban,Standalone,1 - 5 miles,601K - 1M
Z16598,0.48,1,"1,251.72",21 - 27,Female,Married,Rural,None,6 - 10 miles,100K - 350K
G16599,1,1,420.66,> 60,Female,Un-Married,Suburban,Standalone,1 - 5 miles,351K - 600K
P16600,1,2,"1,831.64",21 - 27,Male,Not Married,Urban,None,< 1 mile,351K - 600K
Z16601,1,0,0.00,28 - 37,Female,Un-Married,Suburban,None,< 1 mile,351K - 600K
P16602,1,1,"1,687.50",28 - 37,Male,Married,Suburban,None,1 - 5 miles,100K - 350K
P16603,1,1,922.11,28 - 37,Female,Un-Married,Rural,Standalone,> 10 miles,601K - 1M
A16604,0.71,0,0.00,28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
P16605,0.61,1,"1,953.59",28 - 37,Female,Married,Rural,Alarm Service,> 10 miles,351K - 600K
Z16606,1,1,"2,306.73",38 - 60,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
P16607,1,1,897.56,> 60,Male,Married,Suburban,Standalone,< 1 mile,100K - 350K
Z16608,1,1,"1,492.86",38 - 60,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
Z16609,0.97,0,0.00,38 - 60,Female,Not Married,Suburban,None,< 1 mile,100K - 350K
G16610,1,0,0.00,< 21,Male,Not Married,Suburban,Alarm Service,< 1 mile,100K - 350K
P16611,1,1,"1,649.90",> 60,Female,Not Married,Urban,Alarm Service,< 1 mile,351K - 600K
Z16612,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,601K - 1M
P16613,1,0,0.00,28 - 37,Female,Married,Suburban,None,< 1 mile,100K - 350K
Z16614,0.39,0,0.00,28 - 37,Male,Married,Rural,None,> 10 miles,100K - 350K
Z16615,1,0,0.00,28 - 37,Male,Married,Urban,Standalone,1 - 5 miles,601K - 1M
P16616,1,2,"1,244.06",28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,100K - 350K
A16617,1,2,"5,811.51",< 21,Female,Married,Suburban,Standalone,1 - 5 miles,601K - 1M
P16618,1,2,"6,103.04",21 - 27,Male,Not Married,Suburban,Standalone,< 1 mile,100K - 350K
Z16619,1,0,0.00,> 60,Male,Not Married,Urban,Standalone,< 1 mile,100K - 350K
G16620,0.11,1,"1,573.78",28 - 37,Male,Not Married,Suburban,Standalone,< 1 mile,601K - 1M
P16621,1,1,"2,625.22",28 - 37,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
P16622,1,1,"4,132.75",28 - 37,Male,Married,Suburban,None,1 - 5 miles,> 1M
G16623,1,2,"2,590.03",28 - 37,Female,Not Married,Suburban,Alarm Service,< 1 mile,601K - 1M
G16624,1,0,0.00,> 60,Female,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
G16625,0.03,1,"1,908.92",28 - 37,Male,Un-Married,Suburban,Alarm Service,< 1 mile,601K - 1M
P16626,1,1,"2,257.47",21 - 27,Male,Un-Married,Rural,Standalone,6 - 10 miles,100K - 350K
G16627,1,0,0.00,38 - 60,Male,Not Married,Suburban,Alarm Service,< 1 mile,100K - 350K
A16628,1,2,937.19,28 - 37,Male,Married,Rural,Alarm Service,6 - 10 miles,351K - 600K
Z16629,0.97,0,0.00,28 - 37,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
A16630,1,1,137.89,28 - 37,Male,Not Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z16631,1,0,0.00,< 21,Female,Not Married,Suburban,Alarm Service,< 1 mile,351K - 600K
P16632,1,0,0.00,28 - 37,Female,Not Married,Suburban,None,1 - 5 miles,351K - 600K
A16633,1,0,0.00,< 21,Female,Not Married,Urban,Standalone,< 1 mile,< 100K
G16634,1,0,0.00,28 - 37,Male,Married,Suburban,Alarm Service,< 1 mile,100K - 350K
Z16635,0.76,1,350.03,28 - 37,Male,Married,Urban,Standalone,1 - 5 miles,100K - 350K
Z16636,0.68,1,"2,831.42",< 21,Female,Married,Suburban,None,< 1 mile,100K - 350K
P16637,0.68,0,0.00,28 - 37,Female,Un-Married,Urban,Alarm Service,1 - 5 miles,601K - 1M
A16638,0.38,0,0.00,28 - 37,Female,Married,Urban,None,< 1 mile,100K - 350K
G16639,1,0,0.00,38 - 60,Female,Un-Married,Suburban,Standalone,< 1 mile,< 100K
Z16640,1,1,"2,339.56",< 21,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
G16641,1,0,0.00,28 - 37,Male,Married,Urban,Alarm Service,< 1 mile,100K - 350K
A16642,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,> 1M
G16643,1,0,0.00,28 - 37,Female,Un-Married,Urban,None,< 1 mile,601K - 1M
A16644,1,1,"1,788.68",28 - 37,Male,Married,Rural,Standalone,> 10 miles,100K - 350K
A16645,1,0,0.00,28 - 37,Female,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
A16646,1,1,405.85,21 - 27,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
A16647,1,0,0.00,38 - 60,Male,Not Married,Urban,Standalone,< 1 mile,351K - 600K
A16648,1,0,0.00,21 - 27,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
G16649,1,0,0.00,28 - 37,Female,Un-Married,Suburban,Standalone,< 1 mile,601K - 1M
Z16650,0.13,0,0.00,28 - 37,Female,Un-Married,Urban,None,< 1 mile,< 100K
P16651,1,1,400.76,21 - 27,Male,Un-Married,Urban,Alarm Service,1 - 5 miles,100K - 350K
A16652,1,2,"2,004.26",28 - 37,Female,Married,Urban,Standalone,1 - 5 miles,< 100K
A16653,1,1,514.74,> 60,Male,Not Married,Suburban,Standalone,1 - 5 miles,100K - 350K
P16654,1,1,"1,261.28",38 - 60,Male,Married,Urban,None,< 1 mile,< 100K
P16655,1,0,0.00,> 60,Male,Not Married,Rural,Standalone,6 - 10 miles,351K - 600K
Z16656,1,0,0.00,< 21,Female,Not Married,Suburban,Standalone,< 1 mile,< 100K
A16657,1,0,0.00,38 - 60,Male,Un-Married,Suburban,Standalone,< 1 mile,601K - 1M
A16658,1,0,0.00,28 - 37,Female,Un-Married,Rural,None,6 - 10 miles,351K - 600K
P16659,1,2,"5,327.55",28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,> 1M
G16660,1,2,"3,641.21",38 - 60,Male,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
A16661,1,0,0.00,38 - 60,Male,Not Married,Urban,Alarm Service,< 1 mile,351K - 600K
G16662,1,0,0.00,38 - 60,Male,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z16663,1,0,0.00,28 - 37,Female,Un-Married,Urban,Standalone,1 - 5 miles,100K - 350K
A16664,1,1,879.80,> 60,Female,Married,Suburban,Alarm Service,1 - 5 miles,351K - 600K
Z16665,1,0,0.00,38 - 60,Female,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
A16666,1,1,"1,622.50",28 - 37,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
A16667,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,1 - 5 miles,351K - 600K
P16668,1,1,157.48,38 - 60,Female,Un-Married,Rural,None,1 - 5 miles,< 100K
G16669,1,1,"2,439.06",28 - 37,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
G16670,1,1,855.77,28 - 37,Female,Married,Urban,None,< 1 mile,> 1M
G16671,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
Z16672,1,0,0.00,> 60,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
A16673,1,1,"2,564.53",28 - 37,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
A16674,1,1,169.13,38 - 60,Female,Married,Urban,Standalone,1 - 5 miles,100K - 350K
Z16675,1,0,0.00,21 - 27,Male,Married,Urban,None,< 1 mile,351K - 600K
