,MSTATUS,TRAVTIME,TIF,CAR_TYPE,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,CLM_COUNT,EXPOSURE
5572,Yes,6,1,Van,No,8,1.0,Highly Urban/ Urban,2,0.534
5573,No,14,4,Minivan,No,3,1.0,Highly Rural/ Rural,4,0.969
5574,No,10,9,Pickup,No,2,9.0,Highly Urban/ Urban,0,0.507
5575,No,22,1,SUV,No,2,7.0,Highly Urban/ Urban,0,0.744
5576,Yes,74,4,Pickup,No,0,6.0,Highly Rural/ Rural,0,1.0
5577,Yes,31,6,SUV,No,0,1.0,Highly Urban/ Urban,0,0.3
5578,No,45,10,Minivan,No,4,9.0,Highly Urban/ Urban,0,0.381
5579,Yes,36,8,SUV,No,1,15.0,Highly Urban/ Urban,0,1.0
5580,Yes,49,9,SUV,Yes,0,7.0,Highly Rural/ Rural,0,1.0
5581,No,27,1,Pickup,No,5,11.0,Highly Urban/ Urban,2,0.963
5582,Yes,63,4,Van,No,3,1.0,Highly Urban/ Urban,0,1.0
5583,No,32,10,Sports Car,No,4,21.0,Highly Urban/ Urban,0,1.0
5584,No,26,4,SUV,No,1,13.0,Highly Rural/ Rural,0,1.0
5585,No,6,1,Sports Car,Yes,0,11.0,Highly Urban/ Urban,3,1.0
5586,No,26,13,Minivan,Yes,0,1.0,Highly Urban/ Urban,0,1.0
5587,Yes,29,9,Minivan,No,2,10.0,Highly Urban/ Urban,0,1.0
5588,No,55,4,SUV,Yes,2,8.0,Highly Urban/ Urban,4,1.0
5589,Yes,26,10,SUV,No,3,7.0,Highly Urban/ Urban,0,1.0
5590,No,31,3,Sports Car,No,1,,Highly Urban/ Urban,0,1.0
5591,Yes,50,6,Panel Truck,No,0,3.0,Highly Rural/ Rural,0,1.0
5592,Yes,30,11,Minivan,No,5,1.0,Highly Urban/ Urban,2,0.711
5593,No,39,6,SUV,No,0,13.0,Highly Urban/ Urban,4,0.861
5594,Yes,28,11,Minivan,No,3,10.0,Highly Urban/ Urban,0,1.0
5595,Yes,45,6,Sports Car,No,4,9.0,Highly Urban/ Urban,0,1.0
5596,Yes,56,4,Panel Truck,No,6,,Highly Urban/ Urban,7,0.663
5597,Yes,21,7,Minivan,Yes,2,1.0,Highly Urban/ Urban,4,1.0
5598,Yes,20,6,Minivan,No,2,11.0,Highly Urban/ Urban,0,1.0
5599,Yes,32,13,Sports Car,No,3,9.0,Highly Urban/ Urban,3,1.0
5600,Yes,28,7,Minivan,No,0,14.0,Highly Urban/ Urban,0,1.0
5601,Yes,37,4,Pickup,No,3,14.0,Highly Urban/ Urban,4,0.564
5602,No,41,1,SUV,No,0,17.0,Highly Urban/ Urban,0,1.0
5603,No,53,10,Minivan,No,1,16.0,Highly Urban/ Urban,0,0.198
5604,No,13,4,SUV,No,1,,Highly Urban/ Urban,1,0.3
5605,No,32,3,Pickup,No,3,1.0,Highly Urban/ Urban,0,1.0
5606,No,59,3,Minivan,No,2,9.0,Highly Rural/ Rural,0,1.0
5607,No,35,6,Minivan,No,0,8.0,Highly Urban/ Urban,0,1.0
5608,Yes,48,3,SUV,No,0,12.0,Highly Urban/ Urban,0,1.0
5609,Yes,43,7,Pickup,No,0,6.0,Highly Urban/ Urban,1,0.108
5610,Yes,5,10,SUV,No,0,16.0,Highly Urban/ Urban,0,1.0
5611,Yes,42,1,Van,No,1,9.0,Highly Urban/ Urban,0,1.0
5612,No,29,1,Sports Car,Yes,2,,Highly Urban/ Urban,4,0.042
5613,No,23,6,Minivan,No,0,1.0,Highly Urban/ Urban,0,1.0
5614,No,58,6,Minivan,No,2,,Highly Rural/ Rural,0,0.189
5615,Yes,43,10,Pickup,No,3,1.0,Highly Urban/ Urban,0,1.0
5616,Yes,56,1,Minivan,No,3,5.0,Highly Urban/ Urban,4,0.747
5617,Yes,49,1,Minivan,No,0,1.0,Highly Urban/ Urban,0,1.0
5618,Yes,32,4,SUV,No,3,18.0,Highly Urban/ Urban,0,1.0
5619,Yes,27,4,Minivan,No,2,11.0,Highly Urban/ Urban,0,1.0
5620,No,29,4,Panel Truck,No,0,17.0,Highly Rural/ Rural,0,1.0
5621,Yes,6,1,Pickup,No,1,4.0,Highly Urban/ Urban,0,1.0
5622,Yes,22,10,Minivan,No,0,9.0,Highly Urban/ Urban,0,1.0
5623,Yes,33,1,Minivan,No,4,13.0,Highly Urban/ Urban,0,0.174
5624,Yes,37,1,Minivan,No,0,1.0,Highly Urban/ Urban,0,1.0
5625,Yes,57,1,SUV,No,5,12.0,Highly Urban/ Urban,0,0.882
5626,No,46,10,Minivan,No,0,20.0,Highly Rural/ Rural,0,1.0
5627,No,20,4,SUV,No,4,16.0,Highly Urban/ Urban,0,1.0
5628,Yes,32,6,Minivan,No,2,1.0,Highly Urban/ Urban,0,1.0
5629,Yes,21,17,Sports Car,No,1,1.0,Highly Urban/ Urban,0,1.0
5630,Yes,8,3,SUV,No,3,17.0,Highly Urban/ Urban,0,1.0
5631,Yes,39,6,Minivan,No,2,,Highly Urban/ Urban,0,1.0
5632,No,5,1,Sports Car,No,3,14.0,Highly Urban/ Urban,0,1.0
5633,Yes,52,7,Minivan,No,0,6.0,Highly Urban/ Urban,0,0.444
5634,No,23,10,SUV,No,0,10.0,Highly Urban/ Urban,0,1.0
5635,Yes,14,1,Pickup,No,0,1.0,Highly Urban/ Urban,0,1.0
5636,No,30,1,SUV,No,0,4.0,Highly Urban/ Urban,0,0.888
5637,No,27,1,SUV,No,0,13.0,Highly Rural/ Rural,0,1.0
5638,No,36,1,Van,No,0,10.0,Highly Rural/ Rural,0,1.0
5639,No,54,1,Pickup,Yes,2,14.0,Highly Urban/ Urban,0,1.0
5640,No,34,7,Panel Truck,No,4,1.0,Highly Urban/ Urban,2,0.054
5641,Yes,42,6,Van,No,0,14.0,Highly Urban/ Urban,0,0.057
5642,No,36,1,Pickup,No,0,7.0,Highly Urban/ Urban,0,1.0
5643,No,9,7,Sports Car,No,0,10.0,Highly Urban/ Urban,0,1.0
5644,No,14,10,SUV,No,0,1.0,Highly Urban/ Urban,2,0.99
5645,No,43,6,Panel Truck,No,0,10.0,Highly Urban/ Urban,0,1.0
5646,No,18,14,SUV,No,7,1.0,Highly Urban/ Urban,3,1.0
5647,No,59,10,SUV,Yes,1,1.0,Highly Rural/ Rural,0,1.0
5648,Yes,27,1,Pickup,No,0,10.0,Highly Urban/ Urban,0,1.0
5649,Yes,22,7,SUV,Yes,0,11.0,Highly Urban/ Urban,0,1.0
5650,Yes,53,13,Minivan,No,0,1.0,Highly Urban/ Urban,0,1.0
5651,Yes,21,4,Panel Truck,No,0,1.0,Highly Rural/ Rural,0,1.0
5652,Yes,35,11,Van,No,0,10.0,Highly Urban/ Urban,0,1.0
5653,No,57,4,Pickup,Yes,0,19.0,Highly Urban/ Urban,4,1.0
5654,No,10,1,Minivan,No,0,9.0,Highly Urban/ Urban,0,1.0
5655,No,15,16,SUV,No,1,7.0,Highly Rural/ Rural,0,1.0
5656,Yes,35,10,Pickup,No,3,,Highly Rural/ Rural,0,0.153
5657,Yes,27,13,Sports Car,No,0,7.0,Highly Rural/ Rural,0,1.0
5658,Yes,67,10,Minivan,No,2,9.0,Highly Urban/ Urban,0,1.0
5659,No,31,1,Pickup,No,0,1.0,Highly Urban/ Urban,0,1.0
5660,Yes,66,1,Pickup,No,0,2.0,Highly Urban/ Urban,0,1.0
5661,No,51,6,Van,No,0,1.0,Highly Rural/ Rural,0,1.0
5662,Yes,23,6,Sports Car,No,0,1.0,Highly Rural/ Rural,4,1.0
5663,No,25,9,Pickup,Yes,0,5.0,Highly Urban/ Urban,6,1.0
5664,Yes,79,10,SUV,No,3,9.0,Highly Rural/ Rural,0,1.0
5665,No,46,3,SUV,Yes,2,10.0,Highly Urban/ Urban,3,1.0
5666,Yes,21,4,Van,No,3,1.0,Highly Urban/ Urban,0,1.0
5667,No,39,10,Sports Car,No,8,1.0,Highly Urban/ Urban,2,1.0
5668,No,50,11,Minivan,No,0,1.0,Highly Urban/ Urban,4,0.603
5669,Yes,48,1,SUV,No,5,1.0,Highly Urban/ Urban,2,0.018
5670,Yes,12,10,Pickup,No,7,1.0,Highly Urban/ Urban,1,1.0
5671,Yes,11,3,Sports Car,No,5,1.0,Highly Rural/ Rural,0,1.0
5672,Yes,45,4,Van,No,5,1.0,Highly Urban/ Urban,1,1.0
5673,Yes,29,4,Sports Car,No,1,11.0,Highly Urban/ Urban,0,1.0
5674,Yes,56,6,Van,No,0,18.0,Highly Urban/ Urban,3,1.0
5675,Yes,18,6,Pickup,No,0,16.0,Highly Urban/ Urban,0,1.0
5676,No,24,9,SUV,No,1,16.0,Highly Rural/ Rural,0,1.0
5677,Yes,5,10,Pickup,No,0,12.0,Highly Urban/ Urban,0,1.0
5678,Yes,33,4,Pickup,No,3,1.0,Highly Rural/ Rural,0,1.0
5679,Yes,5,9,SUV,Yes,4,10.0,Highly Urban/ Urban,0,1.0
5680,Yes,26,10,Minivan,No,0,17.0,Highly Urban/ Urban,0,1.0
5681,Yes,67,1,Minivan,No,1,8.0,Highly Urban/ Urban,2,1.0
5682,Yes,47,1,Sports Car,No,0,1.0,Highly Urban/ Urban,0,1.0
5683,Yes,41,10,Minivan,No,2,11.0,Highly Urban/ Urban,0,1.0
5684,Yes,36,1,SUV,No,0,15.0,Highly Urban/ Urban,0,1.0
5685,No,13,3,Minivan,No,0,10.0,Highly Urban/ Urban,0,1.0
5686,No,38,1,Sports Car,No,0,1.0,Highly Urban/ Urban,2,1.0
5687,Yes,19,6,Minivan,No,1,1.0,Highly Urban/ Urban,0,1.0
5688,Yes,30,6,Minivan,No,0,13.0,Highly Urban/ Urban,0,1.0
5689,No,58,3,Sports Car,No,4,5.0,Highly Urban/ Urban,2,1.0
5690,Yes,21,1,Minivan,No,1,6.0,Highly Urban/ Urban,0,1.0
5691,No,48,4,SUV,No,1,8.0,Highly Urban/ Urban,0,1.0
5692,No,31,1,Minivan,No,0,9.0,Highly Urban/ Urban,0,1.0
5693,No,30,6,Sports Car,No,3,11.0,Highly Urban/ Urban,0,1.0
5694,Yes,33,4,Sports Car,No,4,1.0,Highly Urban/ Urban,0,1.0
5695,Yes,33,3,Minivan,Yes,0,1.0,Highly Urban/ Urban,0,0.402
5696,Yes,18,6,SUV,No,5,1.0,Highly Urban/ Urban,0,0.279
5697,Yes,33,1,Minivan,Yes,0,10.0,Highly Urban/ Urban,3,0.543
5698,No,45,10,Van,Yes,1,5.0,Highly Urban/ Urban,5,1.0
5699,Yes,54,4,Minivan,No,0,21.0,Highly Urban/ Urban,0,1.0
5700,Yes,7,7,Sports Car,No,2,7.0,Highly Urban/ Urban,0,1.0
5701,No,65,13,Van,No,1,8.0,Highly Rural/ Rural,0,1.0
5702,Yes,42,10,SUV,No,1,11.0,Highly Rural/ Rural,0,0.456
5703,No,61,10,Minivan,No,1,9.0,Highly Urban/ Urban,0,1.0
5704,No,5,6,SUV,No,1,4.0,Highly Urban/ Urban,1,1.0
5705,No,48,1,Sports Car,No,6,4.0,Highly Urban/ Urban,4,1.0
5706,No,17,10,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
5707,Yes,45,9,SUV,No,1,18.0,Highly Urban/ Urban,2,0.678
5708,Yes,5,10,Panel Truck,No,0,23.0,Highly Urban/ Urban,0,0.831
5709,Yes,21,14,SUV,No,0,16.0,Highly Urban/ Urban,0,1.0
5710,Yes,25,17,SUV,No,1,8.0,Highly Urban/ Urban,0,1.0
5711,Yes,29,1,Sports Car,Yes,5,11.0,Highly Urban/ Urban,2,1.0
5712,No,41,4,Minivan,No,0,13.0,Highly Urban/ Urban,0,1.0
5713,No,52,16,SUV,No,9,1.0,Highly Urban/ Urban,3,0.936
5714,Yes,31,10,Sports Car,No,0,11.0,Highly Urban/ Urban,0,1.0
5715,No,50,1,Minivan,No,1,10.0,Highly Urban/ Urban,0,1.0
5716,Yes,45,10,Minivan,No,2,10.0,Highly Urban/ Urban,0,1.0
5717,No,24,1,Pickup,No,0,8.0,Highly Urban/ Urban,0,0.495
5718,Yes,29,1,Panel Truck,No,7,9.0,Highly Urban/ Urban,0,1.0
5719,Yes,29,11,Pickup,No,2,12.0,Highly Urban/ Urban,0,1.0
5720,Yes,24,10,SUV,No,0,11.0,Highly Urban/ Urban,2,0.507
5721,Yes,56,1,Van,No,0,7.0,Highly Urban/ Urban,0,1.0
5722,Yes,40,1,Panel Truck,No,0,18.0,Highly Urban/ Urban,2,1.0
5723,Yes,16,1,Sports Car,No,2,8.0,Highly Rural/ Rural,0,0.675
5724,No,37,6,Sports Car,Yes,1,9.0,Highly Urban/ Urban,3,0.558
5725,Yes,18,4,Van,Yes,0,,Highly Urban/ Urban,0,1.0
5726,Yes,30,10,Panel Truck,No,0,9.0,Highly Urban/ Urban,0,0.729
5727,Yes,37,7,SUV,No,2,17.0,Highly Urban/ Urban,0,1.0
5728,Yes,27,1,Pickup,No,3,3.0,Highly Urban/ Urban,0,1.0
5729,No,8,10,Sports Car,No,3,,Highly Urban/ Urban,0,1.0
5730,Yes,24,9,SUV,No,0,12.0,Highly Rural/ Rural,0,1.0
5731,No,13,1,Van,No,6,15.0,Highly Urban/ Urban,0,1.0
5732,Yes,30,1,Pickup,No,0,12.0,Highly Rural/ Rural,2,1.0
5733,Yes,31,1,SUV,No,0,7.0,Highly Rural/ Rural,4,1.0
5734,Yes,47,6,Sports Car,No,0,7.0,Highly Rural/ Rural,0,1.0
5735,No,16,1,Minivan,No,1,15.0,Highly Urban/ Urban,0,1.0
5736,No,23,14,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
5737,Yes,35,13,Minivan,No,2,7.0,Highly Urban/ Urban,0,1.0
5738,Yes,31,1,Van,No,0,1.0,Highly Urban/ Urban,0,1.0
5739,Yes,46,3,Pickup,No,0,3.0,Highly Rural/ Rural,0,1.0
5740,Yes,35,10,Minivan,Yes,0,1.0,Highly Urban/ Urban,0,0.543
5741,No,15,6,Sports Car,No,8,3.0,Highly Urban/ Urban,1,0.468
5742,Yes,35,13,Van,No,1,1.0,Highly Urban/ Urban,0,1.0
5743,Yes,7,4,Pickup,No,1,1.0,Highly Urban/ Urban,6,0.867
5744,No,16,6,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
5745,No,54,1,Sports Car,No,0,11.0,Highly Rural/ Rural,0,0.357
5746,No,42,1,Minivan,No,0,15.0,Highly Urban/ Urban,0,0.156
5747,Yes,47,1,SUV,No,0,9.0,Highly Rural/ Rural,0,1.0
5748,Yes,25,6,SUV,No,6,8.0,Highly Urban/ Urban,0,0.477
5749,Yes,48,1,SUV,No,4,7.0,Highly Urban/ Urban,0,0.921
5750,No,54,11,SUV,No,0,11.0,Highly Urban/ Urban,0,1.0
5751,No,51,7,SUV,No,2,14.0,Highly Urban/ Urban,0,1.0
5752,Yes,39,10,Pickup,No,0,14.0,Highly Rural/ Rural,0,0.705
5753,Yes,56,10,SUV,No,0,1.0,Highly Urban/ Urban,0,0.378
5754,No,19,7,Van,No,0,10.0,Highly Urban/ Urban,3,0.75
5755,Yes,33,15,Sports Car,No,2,8.0,Highly Urban/ Urban,0,1.0
5756,No,48,3,Pickup,No,5,1.0,Highly Urban/ Urban,0,1.0
5757,Yes,55,6,Minivan,No,6,5.0,Highly Urban/ Urban,0,1.0
5758,Yes,17,11,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
5759,Yes,66,9,Van,No,1,7.0,Highly Urban/ Urban,2,1.0
5760,Yes,29,4,Minivan,Yes,4,1.0,Highly Urban/ Urban,0,1.0
5761,Yes,10,4,Van,No,0,1.0,Highly Urban/ Urban,0,1.0
5762,No,43,7,Pickup,No,5,13.0,Highly Urban/ Urban,0,0.993
5763,Yes,35,1,Pickup,No,4,10.0,Highly Urban/ Urban,4,1.0
5764,No,61,6,Minivan,No,4,,Highly Urban/ Urban,4,0.312
5765,Yes,39,4,Minivan,No,0,20.0,Highly Urban/ Urban,0,1.0
5766,Yes,12,4,Pickup,Yes,5,6.0,Highly Urban/ Urban,0,1.0
5767,Yes,34,6,Minivan,No,0,9.0,Highly Urban/ Urban,0,1.0
5768,Yes,16,4,Pickup,No,1,15.0,Highly Urban/ Urban,0,1.0
5769,No,54,6,Sports Car,No,0,13.0,Highly Urban/ Urban,4,0.444
5770,Yes,5,1,Panel Truck,No,0,,Highly Rural/ Rural,0,1.0
5771,No,33,1,Van,No,0,12.0,Highly Urban/ Urban,0,1.0
5772,No,12,10,Pickup,No,1,14.0,Highly Urban/ Urban,0,1.0
5773,No,52,1,Minivan,No,0,14.0,Highly Urban/ Urban,0,1.0
5774,No,5,4,SUV,No,0,8.0,Highly Rural/ Rural,0,1.0
5775,Yes,37,1,Van,No,0,9.0,Highly Urban/ Urban,0,1.0
5776,Yes,57,1,Sports Car,No,0,,Highly Urban/ Urban,0,0.918
5777,No,25,10,SUV,No,0,1.0,Highly Rural/ Rural,0,0.57
5778,Yes,34,10,Pickup,No,2,1.0,Highly Urban/ Urban,0,0.369
5779,Yes,46,4,SUV,No,0,1.0,Highly Rural/ Rural,0,0.288
5780,Yes,17,6,Sports Car,No,0,1.0,Highly Urban/ Urban,0,0.558
5781,No,23,13,Panel Truck,No,0,,Highly Urban/ Urban,0,1.0
5782,No,25,1,Pickup,No,1,1.0,Highly Rural/ Rural,1,0.036
5783,No,47,6,SUV,No,6,15.0,Highly Urban/ Urban,0,0.852
5784,Yes,42,8,Panel Truck,Yes,4,,Highly Urban/ Urban,0,0.12
5785,No,38,6,Sports Car,Yes,4,5.0,Highly Rural/ Rural,6,0.498
5786,No,21,7,Minivan,No,6,1.0,Highly Urban/ Urban,0,1.0
5787,Yes,34,6,SUV,Yes,4,1.0,Highly Urban/ Urban,0,1.0
5788,Yes,27,9,Minivan,No,0,,Highly Urban/ Urban,0,0.045
5789,Yes,5,9,SUV,No,6,9.0,Highly Rural/ Rural,0,1.0
5790,Yes,52,6,Minivan,No,4,7.0,Highly Urban/ Urban,0,0.027
5791,No,21,1,Minivan,No,0,,Highly Urban/ Urban,0,1.0
5792,Yes,24,6,SUV,No,4,6.0,Highly Rural/ Rural,0,1.0
5793,Yes,28,10,Pickup,No,6,17.0,Highly Urban/ Urban,5,1.0
5794,Yes,40,4,Pickup,No,1,1.0,Highly Urban/ Urban,4,0.486
5795,Yes,32,4,SUV,No,0,9.0,Highly Urban/ Urban,0,0.045
5796,Yes,8,7,Sports Car,No,4,1.0,Highly Urban/ Urban,3,1.0
5797,No,27,1,SUV,Yes,1,8.0,Highly Urban/ Urban,0,1.0
5798,No,40,1,Minivan,No,0,1.0,Highly Urban/ Urban,0,1.0
5799,Yes,26,5,Van,No,5,1.0,Highly Urban/ Urban,0,1.0
5800,No,38,3,Minivan,No,0,19.0,Highly Urban/ Urban,0,1.0
5801,Yes,33,4,Pickup,No,0,16.0,Highly Urban/ Urban,0,1.0
5802,Yes,29,7,SUV,No,0,2.0,Highly Urban/ Urban,0,1.0
5803,Yes,50,5,Minivan,No,0,7.0,Highly Urban/ Urban,0,1.0
5804,Yes,51,6,Pickup,No,3,8.0,Highly Urban/ Urban,0,0.09
5805,No,61,1,SUV,No,0,1.0,Highly Rural/ Rural,5,1.0
5806,No,33,11,Sports Car,No,0,8.0,Highly Rural/ Rural,0,1.0
5807,Yes,16,4,SUV,Yes,2,1.0,Highly Rural/ Rural,0,0.729
5808,No,24,1,Minivan,No,2,7.0,Highly Urban/ Urban,0,0.189
5809,Yes,22,13,Minivan,No,2,7.0,Highly Rural/ Rural,0,1.0
5810,Yes,15,4,Van,No,3,11.0,Highly Urban/ Urban,3,0.681
5811,Yes,49,6,Panel Truck,No,1,11.0,Highly Rural/ Rural,0,0.696
5812,Yes,36,1,Sports Car,Yes,1,8.0,Highly Urban/ Urban,2,1.0
5813,Yes,29,1,Minivan,No,6,12.0,Highly Urban/ Urban,0,1.0
5814,Yes,37,10,Minivan,No,3,12.0,Highly Urban/ Urban,0,1.0
5815,Yes,34,1,SUV,Yes,0,16.0,Highly Urban/ Urban,0,0.873
5816,Yes,21,4,Pickup,No,1,1.0,Highly Urban/ Urban,8,1.0
5817,Yes,47,1,SUV,No,7,1.0,Highly Urban/ Urban,4,0.669
5818,No,52,6,Panel Truck,No,0,12.0,Highly Urban/ Urban,3,0.126
5819,No,56,7,Minivan,No,6,17.0,Highly Urban/ Urban,0,1.0
5820,No,42,4,Panel Truck,No,3,1.0,Highly Urban/ Urban,4,0.603
5821,Yes,35,7,Minivan,No,4,1.0,Highly Urban/ Urban,1,0.213
5822,No,57,1,Panel Truck,No,1,7.0,Highly Urban/ Urban,0,1.0
5823,No,55,10,SUV,No,3,1.0,Highly Urban/ Urban,1,1.0
5824,No,32,1,Panel Truck,No,2,1.0,Highly Urban/ Urban,4,1.0
5825,No,50,7,Minivan,No,4,12.0,Highly Urban/ Urban,0,0.714
5826,Yes,76,6,Pickup,No,1,7.0,Highly Urban/ Urban,0,1.0
5827,No,36,6,Minivan,No,0,1.0,Highly Rural/ Rural,0,1.0
5828,No,5,7,Minivan,No,1,17.0,Highly Urban/ Urban,0,1.0
5829,Yes,33,1,Sports Car,No,4,3.0,Highly Urban/ Urban,0,0.378
5830,No,24,10,Minivan,No,1,9.0,Highly Urban/ Urban,4,0.519
5831,No,66,1,SUV,No,1,6.0,Highly Urban/ Urban,9,1.0
5832,No,49,10,SUV,No,2,5.0,Highly Urban/ Urban,0,1.0
5833,Yes,46,13,SUV,No,1,,Highly Urban/ Urban,4,0.372
5834,Yes,14,6,Sports Car,No,0,6.0,Highly Urban/ Urban,0,0.06
5835,Yes,56,4,SUV,No,0,1.0,Highly Urban/ Urban,1,0.873
5836,No,43,1,Minivan,No,0,17.0,Highly Urban/ Urban,3,1.0
5837,Yes,40,6,Minivan,No,0,1.0,Highly Urban/ Urban,0,1.0
5838,No,48,1,Minivan,Yes,0,17.0,Highly Urban/ Urban,0,1.0
5839,Yes,35,6,Minivan,No,4,1.0,Highly Rural/ Rural,0,1.0
5840,Yes,34,6,Pickup,No,0,11.0,Highly Urban/ Urban,2,0.471
5841,No,43,1,Minivan,No,0,,Highly Urban/ Urban,5,1.0
5842,Yes,7,10,SUV,No,0,1.0,Highly Urban/ Urban,0,0.669
5843,Yes,8,3,Pickup,No,7,9.0,Highly Urban/ Urban,0,1.0
5844,Yes,46,6,Sports Car,No,0,8.0,Highly Rural/ Rural,0,1.0
5845,No,48,1,Minivan,No,1,11.0,Highly Urban/ Urban,0,1.0
5846,No,37,8,Panel Truck,No,6,14.0,Highly Urban/ Urban,0,1.0
5847,No,60,10,Pickup,No,3,6.0,Highly Urban/ Urban,2,1.0
5848,No,18,1,Minivan,No,1,1.0,Highly Urban/ Urban,0,1.0
5849,No,46,1,Van,No,0,14.0,Highly Rural/ Rural,0,0.636
5850,No,9,9,Minivan,No,2,7.0,Highly Rural/ Rural,0,1.0
5851,Yes,15,7,SUV,No,7,3.0,Highly Urban/ Urban,0,1.0
5852,No,20,1,Van,No,0,16.0,Highly Urban/ Urban,3,0.327
5853,No,23,4,Sports Car,No,6,1.0,Highly Rural/ Rural,0,1.0
5854,No,32,10,Sports Car,Yes,3,1.0,Highly Urban/ Urban,4,0.633
5855,No,30,1,Minivan,No,0,25.0,Highly Urban/ Urban,0,1.0
5856,Yes,18,1,Minivan,No,1,9.0,Highly Rural/ Rural,0,1.0
5857,No,23,1,Pickup,Yes,0,14.0,Highly Urban/ Urban,2,1.0
5858,Yes,26,22,SUV,No,0,17.0,Highly Urban/ Urban,0,1.0
5859,Yes,38,4,Minivan,No,6,7.0,Highly Urban/ Urban,0,1.0
5860,Yes,45,6,SUV,No,1,12.0,Highly Urban/ Urban,0,1.0
5861,Yes,44,6,Sports Car,No,8,9.0,Highly Urban/ Urban,0,0.561
5862,No,40,11,SUV,No,3,,Highly Urban/ Urban,0,0.108
5863,No,33,1,SUV,No,0,5.0,Highly Rural/ Rural,0,1.0
5864,No,23,17,SUV,No,1,6.0,Highly Urban/ Urban,0,1.0
5865,Yes,42,6,Sports Car,No,7,1.0,Highly Urban/ Urban,3,0.567
5866,No,26,6,SUV,No,2,1.0,Highly Urban/ Urban,4,0.708
5867,No,57,1,Minivan,No,2,7.0,Highly Urban/ Urban,0,0.708
5868,No,52,1,Pickup,No,4,,Highly Urban/ Urban,2,1.0
5869,Yes,52,6,Sports Car,No,2,13.0,Highly Rural/ Rural,0,1.0
5870,Yes,46,1,SUV,No,0,17.0,Highly Urban/ Urban,0,0.729
5871,Yes,5,1,Pickup,No,3,,Highly Urban/ Urban,0,1.0
5872,No,14,6,Pickup,No,2,1.0,Highly Urban/ Urban,5,1.0
5873,Yes,64,6,Sports Car,No,0,3.0,Highly Urban/ Urban,0,1.0
5874,Yes,10,10,Minivan,No,2,1.0,Highly Urban/ Urban,0,1.0
5875,No,60,4,Minivan,No,1,9.0,Highly Urban/ Urban,4,0.912
5876,Yes,45,10,Pickup,No,0,16.0,Highly Urban/ Urban,0,1.0
5877,Yes,25,6,SUV,Yes,7,1.0,Highly Urban/ Urban,2,1.0
5878,No,36,1,Pickup,No,0,7.0,Highly Rural/ Rural,0,1.0
5879,Yes,11,3,SUV,No,1,12.0,Highly Urban/ Urban,0,1.0
5880,Yes,39,3,Minivan,No,5,1.0,Highly Urban/ Urban,0,1.0
5881,Yes,19,1,SUV,No,3,5.0,Highly Urban/ Urban,0,1.0
5882,Yes,41,18,SUV,No,0,1.0,Highly Rural/ Rural,0,0.783
5883,No,61,4,SUV,Yes,3,6.0,Highly Rural/ Rural,0,1.0
5884,Yes,51,1,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
5885,No,61,4,SUV,No,0,6.0,Highly Rural/ Rural,0,0.225
5886,No,18,10,Sports Car,No,0,,Highly Urban/ Urban,0,0.09
5887,No,42,16,SUV,No,0,,Highly Urban/ Urban,3,0.96
5888,No,46,7,SUV,No,1,8.0,Highly Rural/ Rural,0,1.0
5889,No,38,1,SUV,No,1,8.0,Highly Urban/ Urban,1,1.0
5890,No,17,6,Sports Car,No,0,5.0,Highly Urban/ Urban,3,1.0
5891,Yes,52,1,SUV,No,7,,Highly Urban/ Urban,2,1.0
5892,No,26,6,SUV,No,0,8.0,Highly Urban/ Urban,2,1.0
5893,Yes,33,7,Minivan,No,2,7.0,Highly Urban/ Urban,0,0.387
5894,Yes,5,15,SUV,No,1,,Highly Urban/ Urban,0,0.882
5895,Yes,51,10,Minivan,No,0,,Highly Rural/ Rural,0,1.0
5896,Yes,24,25,SUV,No,0,17.0,Highly Urban/ Urban,0,1.0
5897,Yes,30,1,SUV,No,0,1.0,Highly Urban/ Urban,0,0.021
5898,Yes,49,3,Minivan,No,4,1.0,Highly Urban/ Urban,6,1.0
5899,No,64,9,SUV,Yes,10,10.0,Highly Urban/ Urban,2,1.0
5900,Yes,38,1,Pickup,No,0,6.0,Highly Urban/ Urban,0,0.732
5901,Yes,19,1,Minivan,No,2,1.0,Highly Urban/ Urban,0,1.0
5902,Yes,26,6,Pickup,No,0,9.0,Highly Urban/ Urban,0,1.0
5903,No,56,10,SUV,No,0,9.0,Highly Rural/ Rural,0,0.099
5904,Yes,27,6,Sports Car,No,0,1.0,Highly Rural/ Rural,0,1.0
5905,Yes,12,8,SUV,No,4,8.0,Highly Urban/ Urban,3,0.588
5906,Yes,22,1,Pickup,No,0,8.0,Highly Rural/ Rural,0,1.0
5907,No,29,1,SUV,Yes,1,1.0,Highly Urban/ Urban,2,1.0
5908,Yes,60,1,Minivan,No,1,1.0,Highly Rural/ Rural,0,1.0
5909,Yes,34,6,SUV,No,0,1.0,Highly Urban/ Urban,2,0.078
5910,Yes,32,1,Minivan,No,1,,Highly Urban/ Urban,0,1.0
5911,Yes,25,7,SUV,No,2,14.0,Highly Rural/ Rural,0,1.0
