policy,primary_age_tier,primary_gender,marital,residence_location,aoi_tier,exposure,num_claims,amt_claims
Z08502,> 60,Female,Married,Urban,100K - 350K,1,1,"6,925.54"
G02843,38 - 60,Female,Married,Urban,601K - 1M,1,0,0.00
Z09252,> 60,Female,Married,Suburban,100K - 350K,1,2,"7,307.12"
Z08829,38 - 60,Female,Married,Suburban,351K - 600K,1,1,"1,875.20"
G02621,28 - 37,Male,Married,Urban,< 100K,1,2,"4,954.66"
P05024,38 - 60,Male,Married,Suburban,> 1M,1,2,577.11
G04881,< 21,Male,Un-Married,Urban,601K - 1M,1,3,"12,410.99"
A00802,28 - 37,Male,Not Married,Urban,100K - 350K,1,2,"6,175.64"
P05090,28 - 37,Female,Married,Suburban,601K - 1M,1,0,0.00
Z09294,21 - 27,Female,Married,Suburban,601K - 1M,0.19,2,"7,224.75"
P05247,28 - 37,Female,Un-Married,Urban,100K - 350K,1,2,"10,672.79"
A02045,21 - 27,Female,Not Married,Urban,601K - 1M,1,0,0.00
A01352,38 - 60,Male,Not Married,Suburban,< 100K,1,0,0.00
Z09005,21 - 27,Male,Married,Urban,< 100K,0.56,6,"49,691.77"
G03259,21 - 27,Male,Un-Married,Suburban,351K - 600K,1,2,"8,120.36"
P07313,28 - 37,Male,Not Married,Suburban,100K - 350K,0.41,2,"1,912.06"
A02434,28 - 37,Male,Married,Suburban,100K - 350K,1,0,0.00
Z08076,28 - 37,Male,Married,Suburban,601K - 1M,1,4,"5,286.44"
Z08999,28 - 37,Female,Not Married,Urban,100K - 350K,1,2,"7,837.67"
G04949,38 - 60,Male,Married,Suburban,100K - 350K,1,3,"8,504.13"
P07107,> 60,Female,Married,Suburban,100K - 350K,1,1,634.32
A02132,28 - 37,Male,Married,Suburban,100K - 350K,1,4,"4,970.26"
Z08900,21 - 27,Male,Not Married,Urban,601K - 1M,0.32,1,"3,910.54"
P05440,28 - 37,Male,Not Married,Urban,351K - 600K,1,2,"14,620.99"
Z08886,21 - 27,Female,Married,Suburban,< 100K,1,1,"1,930.67"
G03749,> 60,Male,Un-Married,Urban,351K - 600K,0.36,3,"10,720.53"
P05622,38 - 60,Male,Married,Urban,351K - 600K,0.49,1,490.02
A02351,38 - 60,Female,Un-Married,Suburban,601K - 1M,1,1,588.24
Z08925,38 - 60,Female,Not Married,Suburban,351K - 600K,1,2,"5,844.10"
G02769,38 - 60,Female,Not Married,Urban,601K - 1M,0.93,1,"6,579.52"
A01348,28 - 37,Male,Not Married,Rural,100K - 350K,1,1,"2,856.49"
P05613,28 - 37,Male,Married,Urban,351K - 600K,1,2,"3,710.62"
A02455,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,2,"9,644.80"
A00192,38 - 60,Female,Married,Suburban,601K - 1M,1,1,"2,108.25"
A01562,38 - 60,Female,Un-Married,Suburban,> 1M,1,0,0.00
A01986,28 - 37,Female,Un-Married,Suburban,601K - 1M,1,1,"3,556.45"
A02308,< 21,Female,Married,Urban,601K - 1M,0.16,0,0.00
Z08316,38 - 60,Male,Married,Urban,100K - 350K,1,1,"2,906.20"
A01387,21 - 27,Male,Not Married,Urban,351K - 600K,1,0,0.00
G03764,28 - 37,Male,Married,Rural,601K - 1M,0.82,1,"6,253.73"
Z08394,21 - 27,Male,Not Married,Suburban,100K - 350K,1,2,"9,523.50"
Z09837,38 - 60,Male,Un-Married,Urban,351K - 600K,0.73,1,"3,100.40"
A01142,28 - 37,Female,Married,Rural,351K - 600K,1,0,0.00
A00340,28 - 37,Female,Un-Married,Urban,< 100K,0.21,1,719.42
P06382,> 60,Female,Un-Married,Suburban,601K - 1M,1,0,0.00
P06826,38 - 60,Female,Married,Urban,351K - 600K,1,2,"11,191.17"
P06662,> 60,Male,Married,Suburban,601K - 1M,1,6,"21,074.83"
P05103,21 - 27,Male,Not Married,Urban,100K - 350K,1,1,"4,760.24"
P05110,28 - 37,Female,Un-Married,Rural,351K - 600K,1,0,0.00
P05828,38 - 60,Female,Un-Married,Urban,< 100K,1,0,0.00
P07435,28 - 37,Male,Married,Rural,351K - 600K,1,2,"3,011.81"
P05022,28 - 37,Female,Not Married,Suburban,351K - 600K,0.68,3,"8,434.95"
P05491,38 - 60,Female,Un-Married,Suburban,351K - 600K,1,0,0.00
A01431,38 - 60,Male,Married,Suburban,100K - 350K,1,0,0.00
Z08670,> 60,Female,Married,Suburban,351K - 600K,1,3,"6,260.03"
Z08821,21 - 27,Male,Un-Married,Suburban,351K - 600K,1,4,"7,190.28"
A00937,28 - 37,Male,Un-Married,Rural,351K - 600K,0.86,0,0.00
Z09817,28 - 37,Female,Un-Married,Urban,351K - 600K,1,1,"9,098.50"
P07335,28 - 37,Female,Not Married,Rural,> 1M,1,1,"5,207.00"
Z09369,28 - 37,Male,Married,Suburban,351K - 600K,1,6,"44,773.60"
G02780,21 - 27,Female,Married,Urban,351K - 600K,1,1,952.59
G04760,21 - 27,Male,Not Married,Suburban,100K - 350K,1,2,"2,935.56"
G02768,28 - 37,Female,Married,Rural,100K - 350K,1,2,"9,745.86"
A01345,< 21,Male,Un-Married,Suburban,100K - 350K,0.98,1,"4,051.86"
G02647,38 - 60,Female,Un-Married,Urban,100K - 350K,1,1,"2,504.99"
Z08375,28 - 37,Female,Un-Married,Rural,< 100K,1,1,"6,947.49"
Z08253,38 - 60,Female,Un-Married,Urban,601K - 1M,1,3,"2,915.67"
P05515,38 - 60,Female,Un-Married,Rural,351K - 600K,1,1,435.85
Z08206,38 - 60,Female,Married,Rural,351K - 600K,1,2,"6,605.27"
Z09563,> 60,Female,Un-Married,Urban,> 1M,1,1,"2,564.75"
G02611,21 - 27,Female,Un-Married,Suburban,601K - 1M,1,0,0.00
P06151,28 - 37,Male,Married,Urban,100K - 350K,1,1,"4,409.89"
G02947,< 21,Female,Married,Urban,351K - 600K,1,0,0.00
A01757,38 - 60,Female,Married,Urban,< 100K,0.33,0,0.00
Z09913,21 - 27,Female,Un-Married,Urban,100K - 350K,1,0,0.00
G03472,< 21,Female,Un-Married,Suburban,< 100K,0.56,1,"2,169.24"
P06984,38 - 60,Female,Married,Suburban,601K - 1M,1,1,"1,950.78"
G04731,21 - 27,Male,Married,Urban,351K - 600K,0.3,5,"4,245.68"
G03446,28 - 37,Male,Not Married,Suburban,351K - 600K,0.98,1,"2,391.25"
A00981,21 - 27,Male,Married,Suburban,> 1M,1,2,"5,790.82"
G03708,28 - 37,Female,Not Married,Urban,601K - 1M,1,1,"8,728.29"
P06608,21 - 27,Male,Not Married,Urban,351K - 600K,1,4,"14,815.00"
P06587,21 - 27,Male,Married,Suburban,351K - 600K,1,1,"1,939.88"
A01902,28 - 37,Male,Married,Suburban,100K - 350K,0.13,3,"4,205.89"
P07168,21 - 27,Female,Married,Suburban,< 100K,1,3,"3,521.08"
P07034,21 - 27,Female,Married,Suburban,351K - 600K,1,0,0.00
Z07509,21 - 27,Female,Un-Married,Urban,351K - 600K,1,0,0.00
G03765,21 - 27,Female,Not Married,Suburban,351K - 600K,1,1,"2,268.21"
G04273,21 - 27,Male,Married,Suburban,100K - 350K,0.08,2,"3,834.50"
G02620,28 - 37,Female,Married,Suburban,100K - 350K,1,3,"2,613.82"
P07210,28 - 37,Male,Not Married,Urban,100K - 350K,1,1,"3,638.26"
P06142,28 - 37,Male,Married,Urban,> 1M,1,1,354.24
Z07531,28 - 37,Female,Married,Suburban,351K - 600K,1,3,"8,185.96"
Z07702,38 - 60,Female,Married,Suburban,100K - 350K,1,1,"1,136.50"
G03296,38 - 60,Female,Married,Suburban,100K - 350K,1,0,0.00
P05687,28 - 37,Female,Not Married,Urban,< 100K,1,0,0.00
A02409,28 - 37,Male,Married,Urban,601K - 1M,0.85,0,0.00
A00274,28 - 37,Female,Married,Urban,351K - 600K,1,1,"10,140.39"
P05869,38 - 60,Male,Not Married,Suburban,601K - 1M,1,3,"15,698.13"
A02227,38 - 60,Female,Married,Urban,351K - 600K,1,3,"4,287.05"
G03693,< 21,Male,Un-Married,Urban,351K - 600K,1,2,"6,419.63"
P06252,> 60,Female,Married,Suburban,100K - 350K,0.31,1,441.57
A00760,28 - 37,Male,Married,Urban,351K - 600K,1,0,0.00
A01364,< 21,Male,Un-Married,Suburban,100K - 350K,1,4,"13,304.18"
G04567,28 - 37,Male,Un-Married,Urban,351K - 600K,1,1,"1,178.44"
P07272,> 60,Female,Not Married,Suburban,< 100K,1,1,"9,205.89"
G04053,38 - 60,Male,Not Married,Urban,601K - 1M,1,1,"3,820.63"
P05858,38 - 60,Female,Un-Married,Suburban,601K - 1M,1,1,"1,719.75"
Z08798,21 - 27,Female,Un-Married,Suburban,100K - 350K,1,4,"8,944.36"
A00183,28 - 37,Female,Married,Suburban,351K - 600K,0.08,2,"2,930.51"
Z09654,> 60,Female,Married,Suburban,601K - 1M,1,0,0.00
P05797,28 - 37,Female,Married,Suburban,100K - 350K,1,0,0.00
G02617,38 - 60,Male,Married,Urban,351K - 600K,1,1,"2,470.37"
G04402,28 - 37,Male,Married,Urban,601K - 1M,0.76,2,"4,572.70"
Z09171,28 - 37,Female,Married,Suburban,351K - 600K,1,4,"22,386.03"
P07299,< 21,Female,Married,Rural,< 100K,1,2,"21,458.99"
P06068,38 - 60,Male,Not Married,Suburban,100K - 350K,0.92,0,0.00
Z09437,28 - 37,Female,Married,Urban,351K - 600K,1,2,"25,212.34"
G04112,28 - 37,Female,Not Married,Suburban,351K - 600K,1,1,"3,958.58"
A00980,28 - 37,Male,Married,Rural,100K - 350K,1,0,0.00
A00297,21 - 27,Male,Not Married,Suburban,601K - 1M,1,1,708.88
A02035,28 - 37,Female,Not Married,Urban,100K - 350K,1,1,"4,421.10"
G02793,21 - 27,Female,Un-Married,Urban,351K - 600K,0.64,1,882.71
G04619,38 - 60,Female,Not Married,Suburban,601K - 1M,0.99,0,0.00
P06353,> 60,Female,Un-Married,Urban,351K - 600K,1,1,"8,153.10"
G04093,38 - 60,Male,Married,Suburban,601K - 1M,1,1,"1,991.56"
Z07618,38 - 60,Male,Un-Married,Rural,100K - 350K,1,0,0.00
Z09436,28 - 37,Female,Un-Married,Urban,< 100K,1,3,"14,258.07"
A02411,28 - 37,Female,Married,Rural,> 1M,0.1,0,0.00
G04644,38 - 60,Male,Un-Married,Urban,100K - 350K,1,2,"6,052.37"
G04981,21 - 27,Female,Married,Urban,351K - 600K,1,1,"3,560.83"
G03609,28 - 37,Female,Married,Suburban,351K - 600K,1,0,0.00
A02339,38 - 60,Male,Not Married,Suburban,601K - 1M,1,1,639.75
Z09321,28 - 37,Male,Un-Married,Urban,100K - 350K,1,3,"7,758.12"
G04586,38 - 60,Male,Un-Married,Rural,351K - 600K,1,0,0.00
Z08478,21 - 27,Male,Not Married,Urban,601K - 1M,1,5,"19,284.10"
Z07989,21 - 27,Female,Married,Suburban,100K - 350K,1,1,"4,735.92"
A02110,38 - 60,Male,Un-Married,Urban,351K - 600K,1,0,0.00
A02145,28 - 37,Male,Not Married,Urban,< 100K,1,0,0.00
G02902,21 - 27,Male,Not Married,Urban,351K - 600K,1,1,"4,620.05"
G03997,21 - 27,Male,Un-Married,Suburban,< 100K,1,1,"4,727.33"
Z09208,21 - 27,Male,Not Married,Suburban,601K - 1M,0.74,1,886.89
A01474,21 - 27,Female,Not Married,Urban,351K - 600K,1,2,"12,494.67"
P06366,< 21,Female,Not Married,Suburban,351K - 600K,0.87,3,"8,279.69"
Z08272,38 - 60,Female,Un-Married,Suburban,351K - 600K,1,3,"3,024.96"
Z07514,21 - 27,Male,Married,Urban,< 100K,1,1,"5,494.96"
P06506,38 - 60,Male,Not Married,Urban,601K - 1M,0.35,2,"3,860.88"
Z08301,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,0,0.00
A02487,21 - 27,Female,Un-Married,Urban,351K - 600K,1,1,"3,856.78"
P05979,38 - 60,Male,Un-Married,Suburban,351K - 600K,1,0,0.00
P06025,38 - 60,Male,Married,Urban,601K - 1M,0.99,0,0.00
A02291,38 - 60,Female,Not Married,Urban,100K - 350K,0.49,2,"2,808.47"
G04350,38 - 60,Male,Married,Suburban,601K - 1M,1,3,"5,448.45"
P07456,28 - 37,Female,Married,Suburban,351K - 600K,0.19,0,0.00
G04320,38 - 60,Male,Married,Urban,601K - 1M,1,1,910.14
Z08440,< 21,Female,Married,Urban,100K - 350K,0.81,1,"4,412.31"
P06577,38 - 60,Female,Un-Married,Urban,351K - 600K,1,1,"6,392.29"
P05727,21 - 27,Male,Married,Suburban,351K - 600K,1,2,"2,596.19"
P05683,21 - 27,Male,Un-Married,Urban,100K - 350K,1,1,"5,708.77"
A00916,28 - 37,Female,Un-Married,Urban,100K - 350K,1,0,0.00
G02876,38 - 60,Female,Not Married,Urban,351K - 600K,1,0,0.00
A02257,> 60,Female,Married,Suburban,100K - 350K,0.92,1,512.82
P06851,> 60,Male,Married,Urban,100K - 350K,1,1,"4,297.33"
Z08548,> 60,Female,Not Married,Suburban,100K - 350K,1,2,"3,594.52"
G03163,21 - 27,Male,Married,Urban,100K - 350K,1,0,0.00
G03782,38 - 60,Female,Married,Urban,351K - 600K,1,0,0.00
P06448,28 - 37,Female,Married,Urban,601K - 1M,0.96,0,0.00
P05004,28 - 37,Female,Married,Suburban,100K - 350K,1,1,"3,137.72"
Z09994,21 - 27,Female,Married,Suburban,< 100K,1,2,"7,079.25"
G03615,21 - 27,Male,Married,Urban,> 1M,1,3,"3,376.52"
G02532,> 60,Female,Un-Married,Suburban,601K - 1M,1,3,"7,556.75"
A00457,28 - 37,Female,Un-Married,Suburban,100K - 350K,1,4,"12,677.33"
G04438,28 - 37,Male,Un-Married,Suburban,< 100K,0.93,0,0.00
Z07991,28 - 37,Female,Un-Married,Suburban,100K - 350K,1,1,"1,758.95"
A00495,38 - 60,Male,Married,Suburban,351K - 600K,0.53,0,0.00
A01646,28 - 37,Male,Un-Married,Suburban,> 1M,1,5,"5,838.52"
Z08031,38 - 60,Male,Married,Urban,100K - 350K,1,1,"3,481.59"
Z09141,28 - 37,Male,Not Married,Suburban,601K - 1M,1,0,0.00
P07116,21 - 27,Female,Married,Suburban,351K - 600K,0.8,3,"20,489.70"
Z09222,38 - 60,Male,Married,Urban,100K - 350K,1,0,0.00
G04395,38 - 60,Female,Married,Suburban,601K - 1M,1,0,0.00
Z07798,28 - 37,Female,Married,Suburban,100K - 350K,1,2,"8,279.38"
Z07626,38 - 60,Male,Un-Married,Rural,351K - 600K,1,0,0.00
Z08069,21 - 27,Male,Un-Married,Suburban,351K - 600K,1,1,"1,763.72"
P06864,21 - 27,Male,Married,Suburban,351K - 600K,1,3,"1,013.82"
P06135,21 - 27,Male,Married,Urban,351K - 600K,1,4,"23,773.04"
G02975,> 60,Female,Un-Married,Urban,100K - 350K,1,1,"7,340.73"
P05147,28 - 37,Female,Not Married,Suburban,100K - 350K,0.48,0,0.00
P05574,28 - 37,Male,Un-Married,Urban,100K - 350K,0.52,0,0.00
G02786,38 - 60,Female,Not Married,Urban,601K - 1M,1,1,"1,165.73"
P05047,< 21,Female,Married,Urban,351K - 600K,0.23,0,0.00
P05580,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,1,582.76
Z09472,28 - 37,Female,Married,Suburban,< 100K,0.36,2,"2,228.52"
G03001,28 - 37,Female,Not Married,Suburban,100K - 350K,1,1,"2,109.28"
G03026,28 - 37,Female,Un-Married,Suburban,100K - 350K,1,1,763.75
G04962,38 - 60,Male,Married,Urban,100K - 350K,1,1,"3,816.54"
Z07677,28 - 37,Female,Not Married,Urban,601K - 1M,0.61,4,"12,066.75"
Z07981,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,0,0.00
P06929,28 - 37,Female,Un-Married,Rural,351K - 600K,1,2,"7,399.64"
G03510,21 - 27,Female,Married,Urban,601K - 1M,1,1,"4,587.88"
A00416,28 - 37,Female,Un-Married,Urban,351K - 600K,1,1,"6,297.45"
Z08084,28 - 37,Female,Un-Married,Urban,601K - 1M,1,0,0.00
Z08358,38 - 60,Female,Married,Urban,601K - 1M,0.9,0,0.00
Z07546,28 - 37,Male,Married,Rural,601K - 1M,1,1,"3,316.05"
A02396,21 - 27,Female,Un-Married,Urban,351K - 600K,1,1,"8,292.14"
A02458,21 - 27,Female,Married,Urban,100K - 350K,1,0,0.00
P06625,28 - 37,Female,Married,Suburban,601K - 1M,1,3,"5,058.71"
A01752,28 - 37,Female,Married,Rural,100K - 350K,1,4,"7,441.61"
P07179,< 21,Male,Married,Suburban,100K - 350K,1,2,"6,062.12"
Z07599,38 - 60,Male,Married,Urban,> 1M,0.84,1,"1,318.48"
Z09021,28 - 37,Male,Married,Urban,351K - 600K,1,1,"1,219.47"
A01449,< 21,Female,Un-Married,Urban,351K - 600K,1,0,0.00
Z09812,28 - 37,Female,Married,Suburban,100K - 350K,1,2,"3,748.83"
A01464,< 21,Female,Un-Married,Suburban,< 100K,0.86,0,0.00
P06804,38 - 60,Female,Un-Married,Suburban,100K - 350K,1,2,"3,601.44"
A00883,21 - 27,Male,Married,Suburban,601K - 1M,0.34,3,"2,422.54"
A00109,28 - 37,Male,Un-Married,Urban,351K - 600K,0.16,2,"8,374.73"
A02079,< 21,Female,Not Married,Urban,100K - 350K,1,3,"28,952.33"
G03814,38 - 60,Female,Married,Suburban,351K - 600K,1,0,0.00
A02206,21 - 27,Male,Not Married,Urban,100K - 350K,1,1,"11,150.43"
G04698,28 - 37,Female,Married,Rural,351K - 600K,1,1,"11,732.62"
P07005,> 60,Male,Un-Married,Suburban,100K - 350K,1,8,"8,100.57"
A01222,21 - 27,Female,Not Married,Urban,< 100K,0.16,1,"3,193.22"
Z07775,38 - 60,Female,Un-Married,Urban,351K - 600K,1,1,"5,188.89"
Z09606,28 - 37,Male,Un-Married,Suburban,601K - 1M,1,0,0.00
G03816,> 60,Male,Un-Married,Urban,351K - 600K,1,1,"4,261.71"
Z09891,28 - 37,Male,Not Married,Urban,351K - 600K,1,1,"2,273.70"
Z09886,28 - 37,Female,Married,Suburban,351K - 600K,1,1,992.50
A00899,38 - 60,Male,Un-Married,Suburban,601K - 1M,1,3,602.98
P05680,38 - 60,Male,Un-Married,Urban,351K - 600K,0.74,1,490.44
P06112,21 - 27,Female,Un-Married,Urban,100K - 350K,0.86,2,"5,557.46"
G02954,28 - 37,Female,Not Married,Suburban,100K - 350K,1,1,"3,940.58"
G03632,28 - 37,Male,Un-Married,Urban,351K - 600K,1,2,"11,130.59"
P06745,38 - 60,Female,Married,Urban,351K - 600K,1,0,0.00
A01188,28 - 37,Female,Un-Married,Urban,< 100K,1,1,"11,002.56"
Z09706,28 - 37,Female,Married,Rural,601K - 1M,1,0,0.00
A00614,28 - 37,Male,Married,Urban,100K - 350K,1,1,"2,619.29"
Z09123,38 - 60,Male,Not Married,Suburban,< 100K,1,2,824.44
A00081,> 60,Female,Married,Urban,351K - 600K,1,3,"6,764.92"
A01189,28 - 37,Male,Un-Married,Suburban,351K - 600K,1,3,"10,211.04"
Z09456,38 - 60,Male,Un-Married,Suburban,100K - 350K,1,1,"3,045.50"
Z08478,21 - 27,Male,Un-Married,Suburban,< 100K,0.87,0,0.00
P05330,21 - 27,Male,Not Married,Rural,351K - 600K,1,1,816.99
A01169,21 - 27,Female,Married,Urban,100K - 350K,1,1,"1,358.20"
P06732,38 - 60,Female,Married,Suburban,> 1M,1,1,"3,847.30"
Z09198,28 - 37,Male,Not Married,Urban,601K - 1M,1,1,264.34
P05893,21 - 27,Female,Un-Married,Suburban,601K - 1M,1,2,"2,939.84"
A01534,28 - 37,Male,Married,Suburban,601K - 1M,1,4,"5,369.60"
Z09779,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
P06131,28 - 37,Female,Married,Suburban,351K - 600K,1,3,"10,408.77"
P07244,28 - 37,Female,Un-Married,Rural,601K - 1M,0.86,3,"12,821.35"
Z09629,21 - 27,Female,Married,Suburban,351K - 600K,1,4,"42,568.95"
G03616,< 21,Male,Married,Urban,100K - 350K,1,1,580.82
Z08758,28 - 37,Female,Married,Urban,351K - 600K,0.24,4,"9,959.18"
G04385,38 - 60,Male,Married,Urban,> 1M,0.06,3,"6,607.20"
P05646,21 - 27,Male,Un-Married,Urban,< 100K,1,2,"7,206.22"
P07381,38 - 60,Female,Un-Married,Urban,601K - 1M,1,1,585.91
P05481,38 - 60,Female,Un-Married,Rural,100K - 350K,1,0,0.00
A02100,> 60,Male,Married,Suburban,< 100K,1,3,"4,527.36"
P06533,28 - 37,Female,Not Married,Urban,100K - 350K,0.93,0,0.00
P05686,28 - 37,Male,Not Married,Suburban,> 1M,0.06,1,295.82
P05530,28 - 37,Female,Not Married,Suburban,351K - 600K,1,4,"29,268.84"
G03940,28 - 37,Female,Un-Married,Suburban,601K - 1M,1,0,0.00
A02080,38 - 60,Male,Not Married,Suburban,351K - 600K,1,1,935.87
A02161,38 - 60,Male,Married,Urban,351K - 600K,1,0,0.00
Z07852,< 21,Female,Not Married,Urban,351K - 600K,1,0,0.00
G04151,28 - 37,Female,Not Married,Urban,351K - 600K,1,1,"5,941.81"
Z08987,21 - 27,Female,Not Married,Urban,100K - 350K,0.8,0,0.00
P05506,> 60,Male,Un-Married,Urban,351K - 600K,1,0,0.00
P07024,21 - 27,Male,Married,Suburban,100K - 350K,1,3,"5,173.22"
A00364,28 - 37,Female,Married,Urban,351K - 600K,1,2,"5,401.95"
A02201,28 - 37,Male,Un-Married,Suburban,100K - 350K,1,2,"4,343.51"
A01199,28 - 37,Male,Un-Married,Suburban,351K - 600K,1,2,"1,068.72"
A01134,< 21,Female,Un-Married,Suburban,351K - 600K,1,0,0.00
A01971,21 - 27,Male,Un-Married,Urban,601K - 1M,1,2,"6,224.44"
G03651,> 60,Female,Not Married,Urban,601K - 1M,1,1,"6,593.18"
P06446,> 60,Female,Married,Suburban,100K - 350K,1,0,0.00
P06323,21 - 27,Male,Un-Married,Suburban,100K - 350K,1,2,"2,949.99"
P06334,38 - 60,Female,Married,Urban,< 100K,0.01,2,"12,330.99"
P06384,28 - 37,Female,Married,Suburban,601K - 1M,1,4,"2,152.21"
Z07753,28 - 37,Female,Un-Married,Suburban,351K - 600K,0.23,2,"2,791.83"
A02133,38 - 60,Male,Not Married,Suburban,351K - 600K,1,2,"4,161.81"
A00828,21 - 27,Female,Married,Rural,< 100K,1,1,670.74
A01490,< 21,Male,Un-Married,Suburban,351K - 600K,1,7,"10,649.95"
P05836,38 - 60,Male,Married,Suburban,< 100K,1,0,0.00
Z07772,21 - 27,Male,Not Married,Urban,351K - 600K,1,2,"17,037.51"
Z07772,28 - 37,Male,Not Married,Rural,601K - 1M,1,0,0.00
A00603,< 21,Female,Married,Suburban,< 100K,0.36,3,"9,920.27"
A00254,21 - 27,Male,Un-Married,Urban,351K - 600K,1,1,734.42
Z09911,21 - 27,Male,Married,Suburban,601K - 1M,1,2,"2,489.04"
A00614,28 - 37,Male,Married,Suburban,< 100K,1,3,"10,640.88"
A00495,21 - 27,Female,Not Married,Urban,351K - 600K,0.04,2,"6,068.37"
Z08921,38 - 60,Male,Married,Rural,100K - 350K,1,1,"11,751.16"
Z08911,38 - 60,Female,Un-Married,Urban,351K - 600K,0.93,0,0.00
G03116,21 - 27,Female,Not Married,Suburban,601K - 1M,1,0,0.00
A00570,38 - 60,Male,Married,Urban,351K - 600K,1,1,"6,083.14"
A02488,28 - 37,Male,Married,Suburban,601K - 1M,1,1,"2,311.56"
G04557,< 21,Female,Married,Urban,351K - 600K,1,2,"6,171.03"
Z09128,38 - 60,Female,Un-Married,Urban,100K - 350K,1,1,"2,413.59"
Z07754,38 - 60,Male,Un-Married,Suburban,100K - 350K,1,0,0.00
Z09719,28 - 37,Female,Not Married,Urban,601K - 1M,1,1,"5,011.20"
G04901,21 - 27,Male,Married,Urban,601K - 1M,0.75,2,"6,539.04"
Z08143,38 - 60,Male,Married,Rural,601K - 1M,1,2,"5,704.25"
Z07755,28 - 37,Female,Not Married,Urban,601K - 1M,1,2,"9,603.74"
Z07679,38 - 60,Male,Un-Married,Suburban,601K - 1M,1,0,0.00
P06246,28 - 37,Female,Married,Suburban,351K - 600K,1,1,"1,342.16"
G04837,28 - 37,Female,Not Married,Suburban,< 100K,0.43,1,"7,413.08"
A01818,28 - 37,Male,Not Married,Urban,601K - 1M,1,0,0.00
A02061,38 - 60,Male,Married,Urban,< 100K,1,0,0.00
P07152,28 - 37,Male,Married,Suburban,601K - 1M,1,4,"3,388.44"
A02061,21 - 27,Female,Married,Urban,351K - 600K,1,1,"4,692.55"
Z09306,38 - 60,Male,Un-Married,Suburban,351K - 600K,1,0,0.00
P05377,38 - 60,Female,Not Married,Urban,601K - 1M,1,0,0.00
P06044,28 - 37,Male,Un-Married,Urban,351K - 600K,1,1,"3,597.59"
Z09063,< 21,Male,Married,Rural,351K - 600K,0.02,0,0.00
P06314,28 - 37,Female,Un-Married,Urban,601K - 1M,0.13,1,455.37
A01131,28 - 37,Male,Un-Married,Urban,351K - 600K,1,3,"3,081.61"
A01186,21 - 27,Female,Not Married,Urban,351K - 600K,0.08,2,"8,213.22"
G03902,38 - 60,Male,Married,Rural,351K - 600K,1,1,"6,320.58"
Z09390,28 - 37,Female,Not Married,Urban,601K - 1M,1,0,0.00
Z07585,28 - 37,Male,Un-Married,Suburban,601K - 1M,1,1,477.42
P05136,> 60,Male,Not Married,Urban,100K - 350K,1,3,962.74
Z07832,28 - 37,Male,Married,Rural,351K - 600K,1,2,"15,922.50"
A01567,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
G04713,38 - 60,Male,Un-Married,Urban,351K - 600K,0.3,3,"10,054.12"
Z07518,28 - 37,Female,Married,Urban,100K - 350K,1,2,"18,095.84"
P06295,21 - 27,Female,Married,Suburban,601K - 1M,1,0,0.00
A01937,21 - 27,Female,Married,Urban,100K - 350K,1,3,"13,413.99"
P05540,> 60,Male,Un-Married,Suburban,601K - 1M,1,2,"4,810.24"
P05587,> 60,Female,Married,Suburban,< 100K,1,3,"7,731.21"
A02127,38 - 60,Male,Not Married,Suburban,601K - 1M,0.55,0,0.00
G03545,< 21,Female,Not Married,Suburban,351K - 600K,1,3,"36,509.89"
G04256,28 - 37,Female,Married,Urban,601K - 1M,1,3,"7,910.74"
A01329,28 - 37,Male,Not Married,Suburban,100K - 350K,1,2,"2,406.94"
A00930,21 - 27,Female,Married,Urban,601K - 1M,1,2,"13,593.42"
G03132,< 21,Male,Not Married,Suburban,100K - 350K,0.55,1,"4,504.73"
A00127,21 - 27,Female,Married,Suburban,100K - 350K,1,2,"10,116.16"
G03509,38 - 60,Female,Married,Urban,100K - 350K,1,3,"48,612.39"
P07450,28 - 37,Female,Un-Married,Urban,< 100K,1,0,0.00
Z07510,< 21,Male,Married,Urban,351K - 600K,1,4,"9,665.80"
A00095,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
G04653,28 - 37,Female,Married,Urban,< 100K,1,2,"15,098.05"
P06004,38 - 60,Male,Not Married,Suburban,100K - 350K,0.38,2,"5,323.81"
P06593,< 21,Male,Married,Urban,601K - 1M,0.26,3,"6,215.76"
G03628,38 - 60,Female,Un-Married,Suburban,351K - 600K,1,1,"1,303.11"
G02520,28 - 37,Male,Not Married,Suburban,< 100K,1,3,"31,508.07"
A01579,> 60,Female,Married,Urban,100K - 350K,1,1,"1,971.30"
P06247,28 - 37,Male,Married,Suburban,100K - 350K,1,1,"4,354.72"
Z07722,21 - 27,Male,Married,Urban,601K - 1M,1,1,"1,669.28"
G04765,> 60,Male,Not Married,Urban,100K - 350K,0.05,1,"7,882.51"
P05653,28 - 37,Male,Married,Urban,351K - 600K,1,1,"2,206.93"
G03574,28 - 37,Female,Not Married,Urban,351K - 600K,1,1,"3,494.50"
P06170,38 - 60,Male,Un-Married,Urban,351K - 600K,1,2,"6,661.56"
